pin,construction_year,construction_zone_group
17314290610000,2016,Multi-Family Residential
17314290620000,2014,Multi-Family Residential
17314290630000,2014,Multi-Family Residential
17314290640000,2016,Multi-Family Residential
17314290650000,2014,Multi-Family Residential
17314290660000,2014,Multi-Family Residential
17314290670000,2015,Multi-Family Residential
17321020070000,2022,Multi-Family Residential
17321020080000,2022,Multi-Family Residential
17321020090000,2022,Multi-Family Residential
17321020100000,2022,Multi-Family Residential
17321020110000,2022,Multi-Family Residential
17321020120000,2022,Multi-Family Residential
17321020130000,2022,Multi-Family Residential
17321020140000,2022,Multi-Family Residential
17321020150000,2022,Multi-Family Residential
17321020160000,2022,Multi-Family Residential
17321020170000,2022,Multi-Family Residential
17321020180000,2022,Multi-Family Residential
17321020190000,2022,Multi-Family Residential
17321020200000,2022,Multi-Family Residential
17321020210000,2022,Multi-Family Residential
17321020220000,2022,Multi-Family Residential
17321020230000,2022,Multi-Family Residential
17321020240000,2022,Multi-Family Residential
17321050040000,2015,Single-Family Residential
17321050050000,2016,Single-Family Residential
17321070250000,2015,Single-Family Residential
17321100510000,2022,Single-Family Residential
17321110730000,2019,Multi-Family Residential
17321110740000,2019,Multi-Family Residential
17321110750000,2019,Multi-Family Residential
17321110760000,2019,Multi-Family Residential
17321110770000,2019,Multi-Family Residential
17321110780000,2019,Multi-Family Residential
17321110790000,2019,Multi-Family Residential
17321110800000,2019,Multi-Family Residential
17321110810000,2019,Multi-Family Residential
17321110820000,2019,Multi-Family Residential
17321110830000,2019,Multi-Family Residential
17321110840000,2019,Multi-Family Residential
17321110850000,2019,Multi-Family Residential
17321110860000,2019,Multi-Family Residential
17321110870000,2019,Multi-Family Residential
17321110880000,2019,Multi-Family Residential
17321130060000,2021,Single-Family Residential
17321190070000,2015,Planned Development
17321190080000,2017,Planned Development
17321190360000,2017,Planned Development
17321190480000,2016,Planned Development
17322160150000,2018,Single-Family Residential
17322160160000,2018,Single-Family Residential
17322160170000,2018,Single-Family Residential
17322160350000,2019,Single-Family Residential
17322160360000,2020,Single-Family Residential
17322161050000,2021,Single-Family Residential
17322161300000,2017,Single-Family Residential
17322170400000,2019,Single-Family Residential
17322170410000,2015,Single-Family Residential
17322170880000,2020,Single-Family Residential
17322170910000,2018,Single-Family Residential
17322250070000,2017,Single-Family Residential
17322250080000,2017,Single-Family Residential
17332020460000,2014,Multi-Family Residential
17332030200000,2007,Multi-Family Residential
17332100080000,2018,Multi-Family Residential
17332100340000,2007,Multi-Family Residential
17333060340000,2011,Industrial
17333060350000,2013,Multi-Family Residential
17333170490000,2007,Single-Family Residential
17333170510000,2008,Multi-Family Residential
17333180240000,2018,Single-Family Residential
17333190470000,2006,Single-Family Residential
17333190510000,2006,Industrial
17333190520000,2006,Industrial
17333190590000,2007,Single-Family Residential
17333190610000,2007,Single-Family Residential
17333200440000,2006,Single-Family Residential
17333200450000,2007,Single-Family Residential
17333200460000,2006,Single-Family Residential
17333200470000,2006,Single-Family Residential
17333200480000,2006,Single-Family Residential
17333200490000,2006,Single-Family Residential
17333200530000,2006,Single-Family Residential
17333200600000,2006,Multi-Family Residential
17333200620000,2006,Multi-Family Residential
17333200630000,2006,Multi-Family Residential
17333240300000,2016,Single-Family Residential
17333240310000,2018,Single-Family Residential
17333250030000,2014,Single-Family Residential
17333260560000,2014,Multi-Family Residential
17333260570000,2014,Multi-Family Residential
17333260580000,2016,Multi-Family Residential
17333260590000,2014,Multi-Family Residential
17333260600000,2015,Multi-Family Residential
17333260610000,2014,Multi-Family Residential
17333270660000,2011,Planned Development
17333270670000,2011,Planned Development
17333270680000,2012,Planned Development
17333270690000,2013,Planned Development
17333270700000,2014,Planned Development
17333270720000,2014,Planned Development
17333270730000,2015,Planned Development
17333270750000,2016,Planned Development
17333270760000,2014,Planned Development
17333270770000,2015,Planned Development
17333270780000,2016,Planned Development
17333270790000,2015,Planned Development
17333270800000,2014,Planned Development
17333270810000,2016,Planned Development
17333270820000,2016,Planned Development
17333280260000,2008,Planned Development
17333280270000,2008,Planned Development
17333280280000,2008,Planned Development
17333280290000,2008,Planned Development
17333280300000,2008,Planned Development
17333280310000,2008,Planned Development
17333280330000,2012,Planned Development
17333280340000,2010,Planned Development
17333280350000,2012,Planned Development
17333280360000,2012,Planned Development
17333280370000,2012,Planned Development
17333280380000,2012,Planned Development
17333280390000,2012,Planned Development
17333280400000,2011,Planned Development
17333280410000,2011,Planned Development
17333280420000,2016,Planned Development
17333290010000,2009,Planned Development
17333290030000,2006,Planned Development
17333290040000,2006,Planned Development
17333290070000,2007,Planned Development
17333290080000,2006,Planned Development
17333300050000,2006,Planned Development
17333300100000,2006,Planned Development
17334041030000,2007,Planned Development
17334041040000,2007,Planned Development
17334041050000,2007,Planned Development
17334041060000,2007,Planned Development
17334041070000,2007,Planned Development
17334041080000,2007,Planned Development
17334041090000,2007,Planned Development
17334041100000,2007,Planned Development
17334070618002,2022,Planned Development
17334080490000,2013,Planned Development
17334080500000,2013,Planned Development
17334080680000,2014,Planned Development
17334080690000,2014,Planned Development
17334080710000,2013,Planned Development
17334080720000,2013,Planned Development
17334160530000,2014,Planned Development
17334230050000,2007,Planned Development
17334230060000,2007,Planned Development
17334230070000,2007,Planned Development
17334230080000,2007,Planned Development
17334230100000,2007,Planned Development
17334230110000,2007,Planned Development
17334230120000,2007,Planned Development
17334230130000,2007,Planned Development
17334230140000,2007,Planned Development
17334230150000,2007,Planned Development
17334230160000,2007,Planned Development
17334230170000,2007,Planned Development
17334230180000,2007,Planned Development
17334240050000,2006,Planned Development
17334240120000,2007,Planned Development
17334240130000,2007,Planned Development
17341030220000,2022,Single-Family Residential
17341040010000,2018,Neighborhood Mixed-Use
17341040180000,2018,Neighborhood Mixed-Use
17341040230000,2014,Single-Family Residential
17341040250000,2014,Single-Family Residential
17341040260000,2014,Single-Family Residential
17341040560000,2014,Single-Family Residential
17341040570000,2014,Single-Family Residential
17341050010000,2022,Neighborhood Mixed-Use
17341050030000,2022,Neighborhood Mixed-Use
17341100410000,2006,Single-Family Residential
17341100430000,2006,Single-Family Residential
17341100690000,2020,Single-Family Residential
17341100700000,2019,Single-Family Residential
17341130010000,2007,Single-Family Residential
17341130360000,2011,Single-Family Residential
17341160090000,2018,Multi-Family Residential
17341160100000,2018,Multi-Family Residential
17341160110000,2018,Multi-Family Residential
17341200310000,2011,Single-Family Residential
17341200320000,2011,Single-Family Residential
17341200350000,2021,Single-Family Residential
17341201060000,2007,Single-Family Residential
17341201070000,2009,Single-Family Residential
17341201080000,2009,Single-Family Residential
17341201090000,2022,Multi-Family Residential
17341201100000,2022,Multi-Family Residential
17341201110000,2022,Multi-Family Residential
17341201120000,2022,Multi-Family Residential
17341201130000,2022,Multi-Family Residential
17341201140000,2022,Multi-Family Residential
17341201150000,2022,Multi-Family Residential
17341210020000,2008,Single-Family Residential
17341210030000,2008,Single-Family Residential
17341210380000,2017,Single-Family Residential
17341210790000,2018,Multi-Family Residential
17341210800000,2018,Multi-Family Residential
17341211100000,2006,Multi-Family Residential
17341211310000,2011,Single-Family Residential
17341211320000,2011,Single-Family Residential
17341211330000,2011,Single-Family Residential
17341211340000,2011,Single-Family Residential
17341211360000,2021,Multi-Family Residential
17341211370000,2021,Multi-Family Residential
17341211380000,2021,Multi-Family Residential
17341211390000,2021,Multi-Family Residential
17341211400000,2021,Multi-Family Residential
17341211410000,2022,Single-Family Residential
17341220190000,2006,Multi-Family Residential
17341220830000,2008,Single-Family Residential
17341230350000,2014,Single-Family Residential
17341230600000,2014,Single-Family Residential
17341230610000,2014,Single-Family Residential
17341230630000,2014,Single-Family Residential
17342250080000,2007,Planned Development
17342250090000,2008,Planned Development
17342250100000,2008,Planned Development
17343080070000,2022,Multi-Family Residential
17343100050000,2018,Multi-Family Residential
17343100060000,2020,Multi-Family Residential
17343100070000,2019,Multi-Family Residential
17343100080000,2017,Multi-Family Residential
17343110180000,2020,Multi-Family Residential
17343120090000,2008,Multi-Family Residential
17343120130000,2021,Multi-Family Residential
17343120230000,2007,Multi-Family Residential
17343120240000,2007,Multi-Family Residential
17343120260000,2007,Multi-Family Residential
17343120270000,2007,Multi-Family Residential
17343120940000,2007,Multi-Family Residential
17343120950000,2007,Multi-Family Residential
17343120960000,2022,Multi-Family Residential
17343120970000,2022,Multi-Family Residential
17343120980000,2022,Multi-Family Residential
17343120990000,2022,Multi-Family Residential
17343121000000,2022,Multi-Family Residential
17343160020000,2014,Multi-Family Residential
17343180050000,2021,Multi-Family Residential
17343220700000,2010,Multi-Family Residential
17344170280000,2013,Planned Development
17344190130000,2007,Multi-Family Residential
17344190150000,2008,Multi-Family Residential
17344190230000,2013,Planned Development
17344190240000,2014,Planned Development
17344190250000,2013,Planned Development
17344190260000,2014,Planned Development
17344220010000,2008,Multi-Family Residential
17344220020000,2008,Multi-Family Residential
17344220030000,2008,Multi-Family Residential
17344220040000,2008,Multi-Family Residential
